id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
6Ao5d7TMQ92h87jQqSHGyw,Actual Life (April 14 - December 17 2020),Kyle (I Found You),Fred again..,False,70,0.76,0.669,5,-9.105,0,0.285,0.0757,0.0215,0.77,0.215,112.023,audio_features,spotify:track:6Ao5d7TMQ92h87jQqSHGyw,https://api.spotify.com/v1/tracks/6Ao5d7TMQ92h87jQqSHGyw,https://api.spotify.com/v1/audio-analysis/6Ao5d7TMQ92h87jQqSHGyw,3.26785,4
4AGwu2Zn3sYmR2s2y3vfft,Actual Life 2 (February 2 - October 15 2021),Hannah (The Sun),Fred again..,False,63,0.767,0.878,8,-4.581,1,0.0648,0.0249,0.0294,0.147,0.401,125.018,audio_features,spotify:track:4AGwu2Zn3sYmR2s2y3vfft,https://api.spotify.com/v1/tracks/4AGwu2Zn3sYmR2s2y3vfft,https://api.spotify.com/v1/audio-analysis/4AGwu2Zn3sYmR2s2y3vfft,3.27995,4
4tjxC5EVdIDHmJv1aHJbqo,"Hanging Out, Playing Video Games, Writing Songs",Don't Fuck This Up,"Andrew Applepie, Ed Prosek",True,36,0.435,0.597,9,-7.717,1,0.144,0.381,0.00028,0.173,0.469,143.77,audio_features,spotify:track:4tjxC5EVdIDHmJv1aHJbqo,https://api.spotify.com/v1/tracks/4tjxC5EVdIDHmJv1aHJbqo,https://api.spotify.com/v1/audio-analysis/4tjxC5EVdIDHmJv1aHJbqo,3.806566666666667,4
1RiuVQWyC7g7tL3niYzHKP,Sparks EP,Marijuana,Chrome Sparks,False,0,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,audio_features,spotify:track:1RiuVQWyC7g7tL3niYzHKP,https://api.spotify.com/v1/tracks/1RiuVQWyC7g7tL3niYzHKP,https://api.spotify.com/v1/audio-analysis/1RiuVQWyC7g7tL3niYzHKP,3.01915,4
4UKLxwpHwszcIC3gQpkD1i,Jungle,Drops,Jungle,False,63,0.703,0.237,5,-14.281,1,0.0547,0.853,0.623,0.0924,0.179,107.992,audio_features,spotify:track:4UKLxwpHwszcIC3gQpkD1i,https://api.spotify.com/v1/tracks/4UKLxwpHwszcIC3gQpkD1i,https://api.spotify.com/v1/audio-analysis/4UKLxwpHwszcIC3gQpkD1i,2.8937833333333334,4
6FMpq9zf0roW5kL2vuSIpJ,Chrome Sparks,What's It Gonna Take,"Chrome Sparks, Angelica Bess",False,25,0.584,0.734,4,-6.844,0,0.0321,0.00277,0.00965,0.657,0.0542,120.007,audio_features,spotify:track:6FMpq9zf0roW5kL2vuSIpJ,https://api.spotify.com/v1/tracks/6FMpq9zf0roW5kL2vuSIpJ,https://api.spotify.com/v1/audio-analysis/6FMpq9zf0roW5kL2vuSIpJ,3.6088666666666667,4
3rFF7kSm5qBOOPs6ljFgPp,KOD,The Cut Off (feat. kiLL edward),"J. Cole, kiLL edward",True,58,0.734,0.543,1,-7.979,1,0.4,0.186,0.0,0.372,0.336,78.168,audio_features,spotify:track:3rFF7kSm5qBOOPs6ljFgPp,https://api.spotify.com/v1/tracks/3rFF7kSm5qBOOPs6ljFgPp,https://api.spotify.com/v1/audio-analysis/3rFF7kSm5qBOOPs6ljFgPp,3.9549166666666666,4
6MF4tRr5lU8qok8IKaFOBE,Revenge Of The Dreamers III,Under The Sun (with J. Cole & Lute feat. DaBaby),"Dreamville, J. Cole, Lute, DaBaby",True,76,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,audio_features,spotify:track:6MF4tRr5lU8qok8IKaFOBE,https://api.spotify.com/v1/tracks/6MF4tRr5lU8qok8IKaFOBE,https://api.spotify.com/v1/audio-analysis/6MF4tRr5lU8qok8IKaFOBE,3.3673333333333333,4
0FlfN5cbUUpIHCRH8X1M44,Lewis Street,t h e . c l i m b . b a c k,J. Cole,True,65,0.61,0.569,10,-9.447,0,0.345,0.0398,0.0,0.337,0.287,81.409,audio_features,spotify:track:0FlfN5cbUUpIHCRH8X1M44,https://api.spotify.com/v1/tracks/0FlfN5cbUUpIHCRH8X1M44,https://api.spotify.com/v1/audio-analysis/0FlfN5cbUUpIHCRH8X1M44,5.077333333333334,4
0JtIWgsblOvJfpoyhGkFuS,Encore,Mockingbird,Eminem,True,66,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,audio_features,spotify:track:0JtIWgsblOvJfpoyhGkFuS,https://api.spotify.com/v1/tracks/0JtIWgsblOvJfpoyhGkFuS,https://api.spotify.com/v1/audio-analysis/0JtIWgsblOvJfpoyhGkFuS,4.179333333333333,4
1rDxSDjpyc0qBsWzWW7OnA,Lejos de Ti,Lejos de Ti,Rels B,True,0,0.757,0.464,5,-10.866,1,0.259,0.607,8.1e-05,0.127,0.358,100.955,audio_features,spotify:track:1rDxSDjpyc0qBsWzWW7OnA,https://api.spotify.com/v1/tracks/1rDxSDjpyc0qBsWzWW7OnA,https://api.spotify.com/v1/audio-analysis/1rDxSDjpyc0qBsWzWW7OnA,3.18845,4
5lar0mCUejpILVkAz50s2J,SKINS,Train food,XXXTENTACION,True,59,0.492,0.712,9,-7.278,0,0.691,0.564,9.1e-05,0.357,0.23,137.453,audio_features,spotify:track:5lar0mCUejpILVkAz50s2J,https://api.spotify.com/v1/tracks/5lar0mCUejpILVkAz50s2J,https://api.spotify.com/v1/audio-analysis/5lar0mCUejpILVkAz50s2J,2.7347166666666665,3
40KuvsFD0zpUFuCcmt5Xm0,Bad Vibes Forever,Ex Bitch,XXXTENTACION,True,73,0.835,0.462,7,-6.227,1,0.155,0.513,0.0,0.0875,0.702,78.99,audio_features,spotify:track:40KuvsFD0zpUFuCcmt5Xm0,https://api.spotify.com/v1/tracks/40KuvsFD0zpUFuCcmt5Xm0,https://api.spotify.com/v1/audio-analysis/40KuvsFD0zpUFuCcmt5Xm0,2.0278666666666667,4
30bqVoKjX479ab90a8Pafp,Star Shopping,Star Shopping,Lil Peep,True,13,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,audio_features,spotify:track:30bqVoKjX479ab90a8Pafp,https://api.spotify.com/v1/tracks/30bqVoKjX479ab90a8Pafp,https://api.spotify.com/v1/audio-analysis/30bqVoKjX479ab90a8Pafp,2.3666666666666667,4
2dQsITxA8aFKL3pGW14TqG,Isn’t It Lovely (To Be Alone),Nobody Wants You,junodream,False,58,0.335,0.79,11,-6.353,1,0.0398,0.0171,0.00324,0.112,0.399,159.971,audio_features,spotify:track:2dQsITxA8aFKL3pGW14TqG,https://api.spotify.com/v1/tracks/2dQsITxA8aFKL3pGW14TqG,https://api.spotify.com/v1/audio-analysis/2dQsITxA8aFKL3pGW14TqG,3.556216666666667,4
1V6KZnJeDj25lYJdqDoydT,24/Siempre Vol.1,Homer el Mero Mero,El Triangulo Estudio,False,55,0.58,0.483,1,-12.189,1,0.0686,0.144,0.0,0.2,0.482,173.568,audio_features,spotify:track:1V6KZnJeDj25lYJdqDoydT,https://api.spotify.com/v1/tracks/1V6KZnJeDj25lYJdqDoydT,https://api.spotify.com/v1/audio-analysis/1V6KZnJeDj25lYJdqDoydT,2.5383166666666668,4
